CircleName,RegionName,DivisionName,OfficeName,Pincode,OfficeType,Delivery,District,StateName,Latitude,Longitude
Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,Karumathampatti SO,641659,PO,Delivery,COIMBATORE,TAMIL NADU,11.109445,77.1810950
Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,Seeliyur SO,641113,PO,Delivery,COIMBATORE,TAMIL NADU,11.201353,76.8656950
Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,Sirumugai SO,641302,PO,Delivery,COIMBATORE,TAMIL NADU,11.322521,77.0088611
Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,Somanur SO,641668,PO,Delivery,COIMBATORE,TAMIL NADU,11.089898,77.1864600
Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,Mahadevapuram SO,641305,PO,Delivery,COIMBATORE,TAMIL NADU,11.308852,76.9333790
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Negamam S.O,642120,PO,Delivery,COIMBATORE,TAMIL NADU,10.74175,77.1012222
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Coimbatore Courts SO,641018,PO,Non Delivery,COIMBATORE,TAMIL NADU,10.999989,76.9703880
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Coimbatore Tidel Park SO,641014,PO,Non Delivery,COIMBATORE,TAMIL NADU,11.03162,77.0191200
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Ganapathy SO,641006,PO,Delivery,COIMBATORE,TAMIL NADU,11.033,76.9787000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Kovaipudur SO,641042,PO,Delivery,COIMBATORE,TAMIL NADU,10.95774,76.9231200
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Krishnaswamy Nagar SO,641045,PO,Non Delivery,COIMBATORE,TAMIL NADU,11.0112,77.0361900
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Malumichampatti SO,641050,PO,Delivery,COIMBATORE,TAMIL NADU,11.0429,77.1139000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Nanjundapuram SO,641036,PO,Delivery,COIMBATORE,TAMIL NADU,10.975509,76.9947270
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Neelikonampalayam SO,641033,PO,Delivery,COIMBATORE,TAMIL NADU,11.01112,77.0361900
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Ondipudur SO,641016,PO,Delivery,COIMBATORE,TAMIL NADU,11.00594,77.0470700
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Podanur Newtown SO,641023,PO,Non Delivery,COIMBATORE,TAMIL NADU,10.96397,76.9858400
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Sarkarsamakulam SO,641107,PO,Delivery,COIMBATORE,TAMIL NADU,11.13638,77.0351500
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,CBE MplCentral Busstand SO,641018,PO,Non Delivery,COIMBATORE,TAMIL NADU,11.00205,76.9649000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Chettipalayam SO,641201,PO,Delivery,COIMBATORE,TAMIL NADU,10.9142,77.0362200
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Chinnavedampatti SO,641049,PO,Delivery,COIMBATORE,TAMIL NADU,11.0611,76.9852400
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Coimbatore Aerodrome SO,641014,PO,Delivery,COIMBATORE,TAMIL NADU,11.02,77.0300000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Coimbatore Central SO,641018,PO,Delivery,COIMBATORE,TAMIL NADU,11.00502,76.9751000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Coimbatore Collectorate SO,641018,PO,Non Delivery,COIMBATORE,TAMIL NADU,11.002,76.9666000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Coimbatore Industrial Estate SO,641021,PO,Delivery,COIMBATORE,TAMIL NADU,10.94123,76.9720300
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Coimbatore West SO,641001,PO,Non Delivery,COIMBATORE,TAMIL NADU,10.9935,76.9492000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Kuniamuthur SO,641008,PO,Delivery,COIMBATORE,TAMIL NADU,10.9414,76.9520100
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Othakkalmandapam SO,641032,PO,Delivery,COIMBATORE,TAMIL NADU,10.8563,76.9432900
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Podanur SO,641023,PO,Delivery,COIMBATORE,TAMIL NADU,10.965,76.9882000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Ramanathapuram Coimbatore SO,641045,PO,Delivery,COIMBATORE,TAMIL NADU,10.997,76.9978000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Vaiyampalayam SO,641110,PO,Delivery,COIMBATORE,TAMIL NADU,11.13315,77.0043900
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Coimbatore Press Colony SO,641019,PO,Delivery,COIMBATORE,TAMIL NADU,11.17874,76.9568900
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Gnanambika Mills SO,641029,PO,Delivery,COIMBATORE,TAMIL NADU,11.05991,76.9461900
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Periyanaickenpalayam SO,641020,PO,Non Delivery,COIMBATORE,TAMIL NADU,11.15427,76.9469100
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Perur SO Coimbatore,641010,PO,Delivery,COIMBATORE,TAMIL NADU,11.00115,76.9635797
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Vadamadurai Kurudampalayam SO,641017,PO,Delivery,COIMBATORE,TAMIL NADU,11.08477,76.9381800
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Velandipalayam SO,641025,PO,Delivery,COIMBATORE,TAMIL NADU,11.035012,76.9334000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Coimbatore Bazaar SO,641001,PO,Non Delivery,COIMBATORE,TAMIL NADU,10.995,76.9570000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Commercial Tax Office Building SO,641018,PO,Non Delivery,COIMBATORE,TAMIL NADU,11.0103,76.9755380
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Gandhimaanagar SO,641004,PO,Non Delivery,COIMBATORE,TAMIL NADU,11.0414167,77.0032222
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Kalapatti SO,641048,PO,Delivery,COIMBATORE,TAMIL NADU,11.07592,77.0315100
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Pappanaickenpalayam SO,641037,PO,Delivery,COIMBATORE,TAMIL NADU,11.01788,76.9844000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Pappanaickenpalayam West SO,641037,PO,Non Delivery,COIMBATORE,TAMIL NADU,11.01788,76.9844000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Ramnagar Coimbatore SO,641009,PO,Delivery,COIMBATORE,TAMIL NADU,11.011,76.9661000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Redfields SO,641018,PO,Non Delivery,COIMBATORE,TAMIL NADU,10.998,76.9830000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Siddhapudur SO,641044,PO,Delivery,COIMBATORE,TAMIL NADU,11.01743,76.9844000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Singanallur SO,641005,PO,Delivery,COIMBATORE,TAMIL NADU,10.9998611,77.0308056
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Sukrawarpettai SO,641001,PO,Non Delivery,COIMBATORE,TAMIL NADU,10.99964,76.9637000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Gandhipuram SO Coimbatore,641012,PO,Non Delivery,COIMBATORE,TAMIL NADU,11.0209883,76.9663340
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,GovtCollege Of Technology SO,641013,PO,Delivery,COIMBATORE,TAMIL NADU,11.02071,76.9363100
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Jothipuram SO,641047,PO,Delivery,COIMBATORE,TAMIL NADU,11.161877,76.9473150
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Karunyanagar SO,641114,PO,Delivery,COIMBATORE,TAMIL NADU,10.93975,76.7458500
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Kavundampalayam Colony SO,641030,PO,Delivery,COIMBATORE,TAMIL NADU,11.044519,76.9411200
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Lawley Road SO,641003,PO,Delivery,COIMBATORE,TAMIL NADU,11.011,76.9352000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,NGGO Colony SO,641022,PO,Delivery,COIMBATORE,TAMIL NADU,11.09,76.9449000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Pappanaickenpudur SO,641041,PO,Delivery,COIMBATORE,TAMIL NADU,11.01982,76.9220000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,RSPuram East SO,641002,PO,Non Delivery,COIMBATORE,TAMIL NADU,11.009,76.9550000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Tudiyalur SO,641034,PO,Delivery,COIMBATORE,TAMIL NADU,11.08107,76.9440100
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Vadavalli SO,641041,PO,Non Delivery,COIMBATORE,TAMIL NADU,11.02489,76.8993500
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Coimbatore Ukkadam SO,641008,PO,Non Delivery,COIMBATORE,TAMIL NADU,10.98469,76.9635000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Madukkarai SO,641105,PO,Delivery,COIMBATORE,TAMIL NADU,10.91168,76.9491800
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Peelamedu East SO,641004,PO,Non Delivery,COIMBATORE,TAMIL NADU,11.02098,76.9663300
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Peelamedu SO,641004,PO,Delivery,COIMBATORE,TAMIL NADU,11.0142,76.5948000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Saravanampatti SO,641035,PO,Delivery,COIMBATORE,TAMIL NADU,11.07529,77.0027400
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Sundarapuram SO,641024,PO,Delivery,COIMBATORE,TAMIL NADU,10.9579,76.9882000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Uppilipalayam SO,641015,PO,Delivery,COIMBATORE,TAMIL NADU,11.00708,77.0229000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,NDC Coimbatore,641040,PO,Delivery,COIMBATORE,TAMIL NADU,11.042,76.9498
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Alandurai SO,641101,PO,Delivery,COIMBATORE,TAMIL NADU,10.953578,76.7884000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Bharathiyar University SO,641046,PO,Delivery,COIMBATORE,TAMIL NADU,11.2497,76.7807000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Komarapalayam Coimbatore SO,641026,PO,Delivery,COIMBATORE,TAMIL NADU,10.9883,76.9359000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Rathinapuri SO,641027,PO,Delivery,COIMBATORE,TAMIL NADU,11.02685,76.9679080
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,SBInstitute SO,641007,PO,Delivery,COIMBATORE,TAMIL NADU,11.00647,76.9161800
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Tadagam SO,641108,PO,Delivery,COIMBATORE,TAMIL NADU,11.081127,76.8678611
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Tatabad SO,641012,PO,Delivery,COIMBATORE,TAMIL NADU,11.0184,76.9578000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Telungupalayam SO,641039,PO,Delivery,COIMBATORE,TAMIL NADU,11.1812,77.0798000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Thondamuthur SO,641109,PO,Delivery,COIMBATORE,TAMIL NADU,10.99207,76.8411300
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Amritanagar SO,641112,PO,Delivery,COIMBATORE,TAMIL NADU,10.899746,76.9003570
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Sinniampalayam SO,641062,PO,Delivery,COIMBATORE,TAMIL NADU,11.05613,77.0635300
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Sowripalayam SO,641028,PO,Delivery,COIMBATORE,TAMIL NADU,10.9935302,76.9905000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Vellalore SO,641111,PO,Delivery,COIMBATORE,TAMIL NADU,11.006,76.9689500
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Kuppakonanpudur SO,641038,PO,Delivery,COIMBATORE,TAMIL NADU,11.01822,76.9579590
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Narasimhanaickenpalayam SO,641031,PO,Delivery,COIMBATORE,TAMIL NADU,11.114581,76.9374770
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Sahs College SO,641043,PO,Delivery,COIMBATORE,TAMIL NADU,11.01983,76.9516000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Saibaba Mission SO,641011,PO,Delivery,COIMBATORE,TAMIL NADU,11.026244,76.9473500
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Sri Ramakrishna Vidyalaya SO,641020,PO,Delivery,COIMBATORE,TAMIL NADU,11.149,76.9445800
Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,Karamadai SO,641104,PO,Delivery,COIMBATORE,TAMIL NADU,11.242756,76.9608910
